record_id,date,origin,destination,shipping_mode,carrier,distance_km,weight_kg,cost_usd,cost_per_kg,cost_per_km,fuel_surcharge_pct,on_time
TR00648,2024-09-14,Riyadh,Dammam,Air Freight,Agility Logistics,10532,1035.0,2028.65,1.96,0.1926,17.6,1
TR00649,2024-12-12,Jeddah,Dubai,Rail,FedEx,9946,9846.0,4436.69,0.4506,0.4461,13.2,1
TR00650,2023-12-13,Jeddah,Jeddah,Sea Freight,DHL Global,8201,6250.4,2112.6,0.338,0.2576,4.8,0
TR00651,2023-12-01,Munich,Jeddah,Road Transport,FedEx,4786,2425.1,2360.86,0.9735,0.4933,12.4,1
TR00652,2023-10-31,Jeddah,Jubail,Rail,DHL Global,2117,2432.5,1471.17,0.6048,0.6949,17.3,1
TR00653,2024-09-09,Munich,Madinah,Rail,NAQEL Express,8436,6208.9,2102.13,0.3386,0.2492,7.1,0
TR00654,2023-05-09,Shanghai,Dubai,Air Freight,Agility Logistics,7697,9161.8,5889.71,0.6429,0.7652,8.5,1
TR00655,2023-09-05,Munich,Riyadh,Sea Freight,NAQEL Express,3176,2109.2,1031.55,0.4891,0.3248,4.1,1
TR00656,2024-11-12,Riyadh,Madinah,Road Transport,Aramex,4825,5025.3,3924.46,0.7809,0.8134,8.3,1
TR00657,2024-04-11,Munich,Jeddah,Sea Freight,NAQEL Express,1790,3841.2,1307.75,0.3405,0.7306,15.2,1
TR00658,2024-05-13,Shanghai,Madinah,Air Freight,NAQEL Express,4801,1266.0,557.9,0.4407,0.1162,13.7,1
TR00659,2023-09-24,Istanbul,Dubai,Express Courier,Aramex,11840,5685.4,5470.03,0.9621,0.462,6.4,1
TR00660,2023-03-15,Dammam,Dammam,Rail,DHL Global,1028,8398.0,1252.07,0.1491,1.218,6.4,1
TR00661,2023-08-09,Dubai,Riyadh,Sea Freight,Aramex,9703,9696.7,5480.62,0.5652,0.5648,6.8,1
TR00662,2023-06-27,Munich,Dubai,Rail,Agility Logistics,6310,6882.8,2815.07,0.409,0.4461,10.6,1
TR00663,2024-03-22,Istanbul,Jeddah,Rail,FedEx,1502,2304.9,1112.21,0.4825,0.7405,10.3,1
TR00664,2023-07-28,Munich,Madinah,Rail,DB Schenker,3722,2087.3,1424.32,0.6824,0.3827,14.1,1
TR00665,2023-09-26,Mumbai,Dubai,Road Transport,Aramex,7321,2523.3,1423.29,0.5641,0.1944,15.4,1
TR00666,2024-02-29,Istanbul,Riyadh,Road Transport,NAQEL Express,11454,1057.5,1663.83,1.5734,0.1453,17.5,0
TR00667,2023-06-16,Istanbul,Madinah,Air Freight,Aramex,5150,6523.1,1263.26,0.1937,0.2453,7.0,1
TR00668,2023-12-17,Mumbai,Jubail,Air Freight,Aramex,11466,3441.7,2358.45,0.6853,0.2057,13.3,1
TR00669,2024-10-25,Dammam,Riyadh,Air Freight,DB Schenker,1024,1518.4,322.58,0.2124,0.315,3.3,1
TR00670,2023-09-14,Riyadh,Madinah,Express Courier,NAQEL Express,3897,953.6,718.45,0.7534,0.1844,5.3,0
TR00671,2024-02-29,Riyadh,Madinah,Rail,FedEx,10785,7876.3,3012.84,0.3825,0.2794,17.9,1
TR00672,2023-10-27,Mumbai,Dubai,Road Transport,NAQEL Express,85,893.1,513.17,0.5746,6.0373,5.5,1
TR00673,2023-12-28,Dubai,Madinah,Express Courier,NAQEL Express,4341,7260.0,5113.6,0.7044,1.178,6.2,0
TR00674,2023-10-01,Jeddah,Dammam,Express Courier,Aramex,8803,4094.5,1673.49,0.4087,0.1901,16.3,1
TR00675,2023-03-25,Dammam,Madinah,Sea Freight,Maersk Line,3081,7307.8,1513.74,0.2071,0.4913,9.7,1
TR00676,2023-09-07,Istanbul,Jubail,Express Courier,Maersk Line,2240,140.8,181.83,1.2914,0.0812,12.0,1
TR00677,2023-07-09,Dammam,Riyadh,Air Freight,Saudi Post Logistics,2236,5647.1,3659.03,0.6479,1.6364,3.4,1
TR00678,2024-08-23,Jeddah,Jeddah,Road Transport,Aramex,9107,6546.8,3561.29,0.544,0.391,11.1,1
TR00679,2024-11-22,Munich,Madinah,Rail,NAQEL Express,10156,3934.8,1011.35,0.257,0.0996,17.1,0
TR00680,2023-12-29,Istanbul,Riyadh,Sea Freight,Maersk Line,135,290.7,233.41,0.8029,1.729,6.0,0
TR00681,2024-12-28,Shanghai,Riyadh,Road Transport,Maersk Line,7535,4248.0,3497.8,0.8234,0.4642,15.0,0
TR00682,2023-07-26,Mumbai,Jubail,Sea Freight,DHL Global,9552,1110.6,1137.35,1.0241,0.1191,12.0,0
TR00683,2023-02-25,Istanbul,Dubai,Road Transport,DHL Global,5792,1421.7,1039.96,0.7315,0.1796,12.8,1
TR00684,2023-10-10,Riyadh,Dubai,Sea Freight,Aramex,9793,9273.1,6664.57,0.7187,0.6805,17.9,1
TR00685,2023-05-18,Shanghai,Madinah,Road Transport,DB Schenker,8106,4187.6,1113.14,0.2658,0.1373,15.6,0
TR00686,2024-04-09,Dammam,Jeddah,Sea Freight,FedEx,11287,1481.0,1979.32,1.3365,0.1754,15.7,1
TR00687,2024-11-28,Dammam,Madinah,Air Freight,NAQEL Express,62,4353.0,3437.43,0.7897,55.4424,6.4,1
TR00688,2024-02-10,Jeddah,Jeddah,Sea Freight,DHL Global,2292,2240.0,1828.27,0.8162,0.7977,12.0,1
TR00689,2023-04-03,Shanghai,Dubai,Express Courier,Maersk Line,2593,1725.8,1168.88,0.6773,0.4508,13.8,1
TR00690,2024-06-09,Munich,Dammam,Rail,DB Schenker,4438,1316.7,560.83,0.4259,0.1264,7.2,1
TR00691,2023-07-11,Dubai,Jeddah,Road Transport,DHL Global,1377,3587.8,933.08,0.2601,0.6776,14.2,1
TR00692,2024-10-06,Mumbai,Jeddah,Express Courier,Saudi Post Logistics,9282,8281.1,2920.13,0.3526,0.3146,15.0,1
TR00693,2023-08-07,Dammam,Riyadh,Sea Freight,DHL Global,10159,7636.0,1963.38,0.2571,0.1933,15.7,1
TR00694,2023-06-01,Dubai,Madinah,Rail,FedEx,10502,9903.5,6270.78,0.6332,0.5971,3.2,1
TR00695,2023-04-19,Riyadh,Jubail,Rail,Aramex,3892,4968.5,2032.98,0.4092,0.5223,9.9,1
TR00696,2024-10-29,Riyadh,Riyadh,Rail,NAQEL Express,5076,9353.4,8205.85,0.8773,1.6166,5.3,1
TR00697,2023-05-11,Riyadh,Jubail,Rail,FedEx,2838,7428.3,2181.52,0.2937,0.7687,8.6,0
TR00698,2024-06-17,Shanghai,Madinah,Air Freight,Aramex,8571,6986.7,5929.57,0.8487,0.6918,7.1,1
TR00699,2024-03-07,Dubai,Riyadh,Road Transport,Agility Logistics,8337,6474.2,5630.37,0.8697,0.6753,10.9,1
TR00700,2023-03-07,Munich,Jubail,Rail,FedEx,7129,7453.9,4931.62,0.6616,0.6918,16.0,1
TR00701,2023-11-21,Shanghai,Jubail,Express Courier,DHL Global,7803,6462.5,4111.84,0.6363,0.527,8.1,0
TR00702,2023-11-24,Munich,Dubai,Express Courier,Maersk Line,6300,3839.9,2062.28,0.5371,0.3273,3.8,0
TR00703,2024-10-29,Mumbai,Riyadh,Rail,Saudi Post Logistics,6420,9427.1,4953.94,0.5255,0.7716,13.9,1
TR00704,2024-07-01,Shanghai,Riyadh,Sea Freight,DHL Global,7702,5753.9,4432.53,0.7704,0.5755,17.1,1
TR00705,2024-01-14,Istanbul,Dubai,Rail,Maersk Line,3622,3230.0,2736.72,0.8473,0.7556,13.2,1
TR00706,2023-12-14,Mumbai,Dammam,Rail,DHL Global,7955,5956.9,2481.89,0.4166,0.312,13.0,1
TR00707,2023-10-13,Istanbul,Jubail,Road Transport,NAQEL Express,946,6556.1,2935.01,0.4477,3.1025,17.2,1
TR00708,2024-11-22,Jeddah,Madinah,Sea Freight,DB Schenker,3060,2852.5,2247.45,0.7879,0.7345,4.9,0
TR00709,2023-11-08,Jeddah,Jubail,Rail,DB Schenker,9492,4673.6,3291.84,0.7043,0.3468,8.4,1
TR00710,2023-08-24,Istanbul,Riyadh,Road Transport,FedEx,1887,5180.5,3758.47,0.7255,1.9918,15.6,1
TR00711,2023-05-05,Shanghai,Madinah,Road Transport,Maersk Line,6986,1136.6,1223.94,1.0768,0.1752,9.4,1
TR00712,2023-10-15,Riyadh,Jubail,Sea Freight,Aramex,5134,4753.3,3647.49,0.7674,0.7105,12.8,1
TR00713,2024-05-22,Dubai,Riyadh,Express Courier,DHL Global,7361,9416.2,2452.43,0.2604,0.3332,12.2,0
TR00714,2023-07-26,Riyadh,Dubai,Express Courier,Saudi Post Logistics,5732,8554.2,4063.95,0.4751,0.709,10.0,1
TR00715,2024-01-17,Riyadh,Jeddah,Rail,DHL Global,8821,846.7,1622.57,1.9163,0.1839,8.7,1
TR00716,2024-12-12,Munich,Jubail,Rail,Saudi Post Logistics,11641,5939.6,5106.28,0.8597,0.4386,6.0,1
TR00717,2024-10-28,Munich,Dammam,Rail,DB Schenker,4816,3340.0,1940.25,0.5809,0.4029,8.3,1
TR00718,2023-12-15,Mumbai,Dammam,Road Transport,Saudi Post Logistics,6846,1446.7,507.8,0.351,0.0742,11.6,1
TR00719,2024-11-22,Riyadh,Riyadh,Express Courier,Agility Logistics,4265,1979.5,1124.85,0.5682,0.2637,9.1,1
TR00720,2023-05-29,Munich,Jeddah,Rail,Aramex,953,8425.5,4355.74,0.517,4.5706,8.4,1
TR00721,2023-10-23,Istanbul,Madinah,Rail,Aramex,7109,969.7,580.18,0.5983,0.0816,6.2,1
TR00722,2023-04-13,Munich,Dammam,Rail,Aramex,3588,599.0,446.01,0.7446,0.1243,5.1,1
TR00723,2024-08-24,Shanghai,Dammam,Rail,Saudi Post Logistics,5981,1017.6,1137.64,1.118,0.1902,6.7,1
TR00724,2023-08-27,Dammam,Jeddah,Express Courier,Aramex,5515,4146.2,2174.66,0.5245,0.3943,15.3,1
TR00725,2023-07-22,Munich,Dubai,Rail,Aramex,8690,4776.6,4869.94,1.0195,0.5604,5.3,0
TR00726,2024-09-18,Shanghai,Jeddah,Rail,FedEx,6110,5724.4,4240.42,0.7408,0.694,4.0,0
TR00727,2024-06-02,Riyadh,Madinah,Road Transport,DB Schenker,8094,4317.4,1485.52,0.3441,0.1835,6.4,1
TR00728,2023-09-26,Istanbul,Jeddah,Road Transport,Aramex,3023,1209.1,1298.99,1.0743,0.4297,11.7,0
TR00729,2023-08-18,Munich,Dammam,Air Freight,Agility Logistics,1397,2737.0,1083.82,0.396,0.7758,12.0,1
TR00730,2023-08-12,Munich,Jubail,Express Courier,Aramex,4818,638.2,663.35,1.0394,0.1377,15.6,1
TR00731,2023-04-30,Dammam,Jeddah,Express Courier,Saudi Post Logistics,4749,9808.1,2851.77,0.2908,0.6005,11.3,0
TR00732,2024-09-14,Dubai,Riyadh,Express Courier,Aramex,6606,6969.0,4295.17,0.6163,0.6502,13.8,1
TR00733,2024-08-09,Dammam,Riyadh,Rail,DB Schenker,4729,6230.6,3744.49,0.601,0.7918,17.5,1
TR00734,2023-08-09,Dammam,Dubai,Sea Freight,DHL Global,2341,1185.8,716.54,0.6043,0.3061,5.8,0
TR00735,2023-02-01,Riyadh,Riyadh,Sea Freight,Aramex,9869,1929.9,715.97,0.371,0.0725,17.4,1
TR00736,2023-01-15,Shanghai,Dammam,Rail,NAQEL Express,5688,313.8,511.74,1.6308,0.09,15.9,0
TR00737,2024-02-18,Jeddah,Dubai,Air Freight,Aramex,4185,4976.2,1005.64,0.2021,0.2403,10.4,1
TR00738,2024-09-19,Istanbul,Dubai,Road Transport,Saudi Post Logistics,767,4017.3,726.45,0.1808,0.9471,7.6,1
TR00739,2024-12-11,Jeddah,Riyadh,Rail,NAQEL Express,6282,9194.6,5268.57,0.573,0.8387,12.3,1
TR00740,2024-09-17,Dubai,Dubai,Express Courier,NAQEL Express,3185,5717.4,1570.15,0.2746,0.493,9.1,1
TR00741,2023-07-14,Riyadh,Dubai,Road Transport,Saudi Post Logistics,64,9839.8,6094.15,0.6193,95.2211,5.1,0
TR00742,2023-09-29,Dubai,Madinah,Air Freight,NAQEL Express,3954,5881.8,4027.26,0.6847,1.0185,16.9,1
TR00743,2024-11-06,Dubai,Jubail,Road Transport,DHL Global,10341,9065.0,8451.05,0.9323,0.8172,4.6,1
TR00744,2023-12-21,Shanghai,Madinah,Rail,DB Schenker,4633,4736.1,2200.61,0.4646,0.475,12.7,1
TR00745,2023-06-10,Dubai,Dammam,Express Courier,Saudi Post Logistics,5308,1278.3,841.32,0.6582,0.1585,6.8,1
TR00746,2024-04-10,Riyadh,Jeddah,Rail,Aramex,11315,6642.3,1629.21,0.2453,0.144,9.8,1
TR00747,2024-06-14,Dammam,Dubai,Road Transport,Aramex,9180,254.4,1387.24,5.453,0.1511,3.7,0
TR00748,2024-06-08,Shanghai,Jubail,Sea Freight,NAQEL Express,5758,5765.1,4732.01,0.8208,0.8218,7.7,1
TR00749,2024-06-10,Munich,Dubai,Express Courier,Saudi Post Logistics,9227,5482.7,4242.72,0.7738,0.4598,11.2,1
TR00750,2024-08-24,Istanbul,Jubail,Rail,Aramex,7242,1210.4,1427.83,1.1796,0.1972,3.4,0
TR00751,2024-05-30,Jeddah,Dammam,Rail,FedEx,5745,7564.5,4174.59,0.5519,0.7266,3.2,1
TR00752,2024-08-28,Jeddah,Jubail,Air Freight,FedEx,10638,5952.3,3703.11,0.6221,0.3481,11.2,1
TR00753,2023-04-05,Jeddah,Madinah,Rail,Aramex,4437,7122.8,4586.95,0.644,1.0338,14.5,1
TR00754,2024-06-01,Riyadh,Dubai,Air Freight,Agility Logistics,5542,551.6,937.97,1.7005,0.1692,14.6,1
TR00755,2024-10-28,Mumbai,Dubai,Road Transport,NAQEL Express,5614,1067.0,1425.52,1.336,0.2539,5.0,1
TR00756,2024-10-14,Jeddah,Dammam,Express Courier,Maersk Line,278,4085.9,1138.68,0.2787,4.096,14.3,1
TR00757,2024-01-11,Jeddah,Jubail,Sea Freight,Aramex,2513,2151.3,1162.66,0.5404,0.4627,12.4,1
TR00758,2023-03-01,Mumbai,Dammam,Express Courier,Saudi Post Logistics,2779,7082.4,3934.63,0.5556,1.4158,14.2,1
TR00759,2024-11-17,Istanbul,Jubail,Express Courier,DB Schenker,2670,1500.5,859.57,0.5729,0.3219,17.9,0
TR00760,2024-05-18,Munich,Dammam,Sea Freight,FedEx,149,6470.5,3719.15,0.5748,24.9607,17.3,1
TR00761,2024-08-01,Munich,Jeddah,Express Courier,DHL Global,11719,9090.2,2396.29,0.2636,0.2045,5.2,0
TR00762,2023-02-02,Jeddah,Dammam,Rail,FedEx,5319,3366.2,1388.25,0.4124,0.261,16.2,0
TR00763,2024-03-11,Mumbai,Dammam,Sea Freight,NAQEL Express,9692,1243.2,2009.65,1.6165,0.2074,17.3,1
TR00764,2024-04-26,Jeddah,Riyadh,Air Freight,Aramex,7318,6545.0,5448.03,0.8324,0.7445,7.8,1
TR00765,2024-02-26,Dammam,Dubai,Road Transport,NAQEL Express,9198,2200.6,2457.04,1.1165,0.2671,14.0,1
TR00766,2023-10-16,Mumbai,Jubail,Road Transport,Saudi Post Logistics,2603,617.2,232.85,0.3773,0.0895,3.0,1
TR00767,2023-07-28,Munich,Riyadh,Express Courier,DB Schenker,712,1819.2,825.13,0.4536,1.1589,5.7,0
TR00768,2024-04-27,Munich,Riyadh,Express Courier,DHL Global,994,1072.1,452.64,0.4222,0.4554,10.9,0
TR00769,2024-11-04,Dammam,Riyadh,Express Courier,Aramex,7340,1482.0,1353.55,0.9133,0.1844,9.9,1
TR00770,2024-01-08,Dammam,Madinah,Air Freight,Aramex,8066,4366.9,3901.36,0.8934,0.4837,3.6,0
TR00771,2024-08-04,Dubai,Riyadh,Express Courier,DB Schenker,8910,8051.7,5707.23,0.7088,0.6405,4.3,1
TR00772,2024-06-12,Istanbul,Dubai,Air Freight,DHL Global,7160,2975.7,1065.19,0.358,0.1488,17.5,1
TR00773,2024-06-19,Jeddah,Madinah,Air Freight,Aramex,5368,1835.8,1644.18,0.8956,0.3063,14.8,0
TR00774,2023-04-15,Munich,Jeddah,Rail,Aramex,1378,3568.8,2665.42,0.7469,1.9343,8.0,1
TR00775,2024-11-01,Jeddah,Madinah,Air Freight,Maersk Line,1291,1898.0,707.42,0.3727,0.548,7.6,1
TR00776,2024-10-29,Mumbai,Dammam,Road Transport,FedEx,9650,3835.3,1320.33,0.3443,0.1368,13.5,1
TR00777,2023-11-18,Dammam,Jeddah,Road Transport,FedEx,11272,6491.5,4274.58,0.6585,0.3792,5.1,1
TR00778,2024-01-13,Jeddah,Madinah,Sea Freight,FedEx,3108,9410.9,4456.7,0.4736,1.4339,6.2,0
TR00779,2023-09-26,Mumbai,Madinah,Sea Freight,DB Schenker,8630,1872.0,1585.71,0.8471,0.1837,7.3,0
TR00780,2024-11-03,Dubai,Jubail,Express Courier,FedEx,9269,139.3,952.61,6.8385,0.1028,10.0,1
TR00781,2024-07-27,Riyadh,Madinah,Sea Freight,Aramex,6024,4611.4,2697.85,0.585,0.4479,4.8,1
TR00782,2024-04-15,Dubai,Jeddah,Express Courier,Maersk Line,6927,3906.4,1767.89,0.4526,0.2552,10.1,1
TR00783,2024-01-17,Dubai,Dammam,Air Freight,Saudi Post Logistics,4047,3689.0,988.2,0.2679,0.2442,9.4,1
TR00784,2023-09-06,Shanghai,Dubai,Road Transport,Saudi Post Logistics,7925,7878.0,3405.04,0.4322,0.4297,7.4,1
TR00785,2024-09-25,Dammam,Jubail,Sea Freight,DHL Global,782,6633.6,2996.63,0.4517,3.832,3.9,1
TR00786,2024-08-11,Riyadh,Dammam,Sea Freight,Agility Logistics,6021,4338.9,3675.28,0.8471,0.6104,15.7,0
TR00787,2023-11-04,Riyadh,Dubai,Sea Freight,DHL Global,10983,1486.3,2045.55,1.3763,0.1862,17.3,1
TR00788,2023-08-12,Dammam,Riyadh,Road Transport,Agility Logistics,3252,8276.9,2601.6,0.3143,0.8,13.4,1
TR00789,2023-10-20,Mumbai,Dubai,Sea Freight,NAQEL Express,1440,5965.3,1828.82,0.3066,1.27,15.2,1
TR00790,2023-08-30,Jeddah,Dammam,Air Freight,FedEx,8278,5985.6,4875.62,0.8146,0.589,3.5,1
TR00791,2023-05-09,Dammam,Jubail,Road Transport,FedEx,4570,8045.2,3137.09,0.3899,0.6865,10.8,1
TR00792,2024-03-01,Munich,Dammam,Road Transport,FedEx,6650,9638.4,7702.03,0.7991,1.1582,15.1,1
TR00793,2023-08-18,Dammam,Dubai,Road Transport,Agility Logistics,7463,4829.3,1932.41,0.4001,0.2589,12.4,1
TR00794,2023-08-19,Dammam,Jeddah,Rail,Saudi Post Logistics,7858,902.8,378.06,0.4188,0.0481,10.3,0
TR00795,2024-12-05,Munich,Jubail,Rail,DB Schenker,2530,3863.6,2255.09,0.5837,0.8913,16.1,1
TR00796,2024-01-24,Dammam,Riyadh,Sea Freight,NAQEL Express,1652,6761.9,4875.94,0.7211,2.9515,5.8,1
TR00797,2024-07-26,Jeddah,Madinah,Air Freight,NAQEL Express,2432,8463.4,5721.62,0.676,2.3526,3.9,1
TR00798,2023-08-28,Shanghai,Jubail,Air Freight,DHL Global,7472,5197.9,1573.58,0.3027,0.2106,15.6,1
TR00799,2024-08-28,Istanbul,Jeddah,Rail,Agility Logistics,10012,1309.3,1317.48,1.0062,0.1316,3.5,1
TR00800,2024-04-13,Shanghai,Dammam,Air Freight,FedEx,2210,1601.7,762.14,0.4758,0.3449,7.6,1
TR00801,2023-05-30,Dubai,Riyadh,Rail,DB Schenker,4113,377.0,491.2,1.3029,0.1194,3.9,1
TR00802,2024-06-09,Jeddah,Riyadh,Air Freight,DHL Global,10370,595.9,424.3,0.712,0.0409,16.4,1
TR00803,2023-06-19,Riyadh,Dammam,Road Transport,Agility Logistics,10300,5743.1,4287.82,0.7466,0.4163,15.5,1
TR00804,2024-09-24,Dubai,Dubai,Rail,Agility Logistics,5554,2674.2,2308.81,0.8634,0.4157,5.5,1
TR00805,2024-06-26,Riyadh,Madinah,Road Transport,Saudi Post Logistics,4890,8228.2,2611.64,0.3174,0.5341,11.1,1
TR00806,2023-08-16,Dammam,Madinah,Road Transport,Maersk Line,6493,6632.6,4836.48,0.7292,0.7449,16.3,0
TR00807,2024-09-21,Shanghai,Dammam,Air Freight,NAQEL Express,6841,967.9,1497.0,1.5466,0.2188,13.6,1
TR00808,2023-06-27,Shanghai,Jeddah,Rail,DB Schenker,3553,2813.9,2388.71,0.8489,0.6723,4.9,1
TR00809,2023-11-29,Riyadh,Dammam,Express Courier,DHL Global,4828,5487.4,3417.12,0.6227,0.7078,16.2,1
TR00810,2024-07-16,Mumbai,Madinah,Air Freight,DB Schenker,10165,6401.2,2210.15,0.3453,0.2174,16.6,1
TR00811,2024-04-05,Munich,Jeddah,Sea Freight,Agility Logistics,3861,5554.0,3591.68,0.6467,0.9302,4.0,1
TR00812,2023-02-11,Riyadh,Jubail,Air Freight,DB Schenker,2687,7141.5,5206.73,0.7291,1.9377,10.0,1
TR00813,2023-07-03,Mumbai,Dubai,Rail,Agility Logistics,2594,1408.4,994.74,0.7063,0.3835,5.4,1
TR00814,2024-09-12,Jeddah,Madinah,Air Freight,DB Schenker,5344,9437.1,3217.24,0.3409,0.602,15.4,1
TR00815,2023-06-25,Shanghai,Jeddah,Sea Freight,Maersk Line,10031,1725.2,1988.34,1.1525,0.1982,16.6,1
TR00816,2024-11-05,Mumbai,Jeddah,Express Courier,Maersk Line,8236,9513.3,6049.29,0.6359,0.7345,9.9,1
TR00817,2023-04-05,Mumbai,Madinah,Road Transport,Aramex,2470,9627.9,2589.26,0.2689,1.0483,9.0,0
TR00818,2024-01-02,Jeddah,Jubail,Road Transport,DB Schenker,3187,2697.2,1404.19,0.5206,0.4406,17.0,1
TR00819,2024-11-08,Munich,Jeddah,Express Courier,FedEx,10405,5779.1,4779.13,0.827,0.4593,15.8,1
TR00820,2024-06-07,Jeddah,Riyadh,Sea Freight,DHL Global,9230,7904.0,3242.21,0.4102,0.3513,16.9,1
TR00821,2024-10-25,Riyadh,Dammam,Air Freight,Maersk Line,6859,2017.6,1712.69,0.8489,0.2497,7.1,1
TR00822,2023-02-02,Shanghai,Dubai,Express Courier,Maersk Line,2971,8945.6,6022.03,0.6732,2.0269,5.6,1
TR00823,2023-11-03,Munich,Jeddah,Air Freight,NAQEL Express,7177,6587.9,1336.48,0.2029,0.1862,10.1,1
TR00824,2023-08-26,Munich,Dammam,Sea Freight,Aramex,10499,8015.6,5920.03,0.7386,0.5639,12.6,1
TR00825,2023-01-09,Shanghai,Madinah,Road Transport,Saudi Post Logistics,9999,2070.2,1939.51,0.9369,0.194,10.1,0
TR00826,2024-01-20,Jeddah,Madinah,Rail,NAQEL Express,1254,7230.9,3091.07,0.4275,2.465,10.4,1
TR00827,2023-05-02,Jeddah,Madinah,Road Transport,NAQEL Express,6543,1753.5,1000.85,0.5708,0.153,15.6,1
TR00828,2024-09-17,Jeddah,Jubail,Sea Freight,NAQEL Express,1360,7737.8,4591.85,0.5934,3.3764,9.6,0
TR00829,2024-10-23,Dubai,Riyadh,Express Courier,Maersk Line,1874,7649.6,5169.83,0.6758,2.7587,10.3,1
TR00830,2023-10-29,Mumbai,Jeddah,Air Freight,DHL Global,9700,1090.0,786.35,0.7214,0.0811,10.3,1
TR00831,2024-05-10,Shanghai,Jubail,Rail,Agility Logistics,6269,3256.9,1441.66,0.4426,0.23,16.3,1
TR00832,2024-01-22,Istanbul,Dammam,Road Transport,Maersk Line,7249,458.5,690.38,1.5057,0.0952,17.7,1
TR00833,2023-06-16,Jeddah,Riyadh,Air Freight,Maersk Line,9695,7371.5,5411.13,0.7341,0.5581,8.9,1
TR00834,2023-11-10,Dubai,Jubail,Sea Freight,FedEx,5376,2066.0,1631.02,0.7895,0.3034,7.4,1
TR00835,2023-12-16,Dubai,Dubai,Express Courier,DHL Global,11221,2102.7,1985.36,0.9442,0.1769,14.5,1
TR00836,2024-12-07,Shanghai,Jubail,Sea Freight,Aramex,1147,6793.9,2958.0,0.4354,2.5789,4.9,0
TR00837,2023-07-27,Dubai,Dubai,Rail,NAQEL Express,7443,5965.8,1636.63,0.2743,0.2199,12.0,1
TR00838,2023-05-16,Riyadh,Madinah,Express Courier,Agility Logistics,9426,3707.6,1952.47,0.5266,0.2071,12.4,1
TR00839,2024-12-21,Shanghai,Madinah,Sea Freight,DB Schenker,6107,3720.1,3392.95,0.9121,0.5556,8.4,1
TR00840,2024-03-02,Riyadh,Dammam,Express Courier,DHL Global,1597,8813.2,2347.34,0.2663,1.4698,9.2,1
TR00841,2024-03-25,Mumbai,Jeddah,Road Transport,Aramex,4267,3582.2,991.12,0.2767,0.2323,16.2,1
TR00842,2023-09-13,Istanbul,Madinah,Road Transport,Agility Logistics,11272,2750.9,2282.98,0.8299,0.2025,4.8,1
TR00843,2024-09-10,Dubai,Madinah,Air Freight,Maersk Line,10359,8678.4,4923.12,0.5673,0.4753,6.0,1
TR00844,2024-11-02,Shanghai,Riyadh,Rail,FedEx,5336,1064.8,611.83,0.5746,0.1147,7.7,1
TR00845,2023-09-15,Mumbai,Dubai,Road Transport,FedEx,907,7424.0,1145.02,0.1542,1.2624,9.3,1
TR00846,2023-03-31,Dammam,Madinah,Sea Freight,Aramex,1184,9552.6,1445.69,0.1513,1.221,8.8,1
TR00847,2024-12-20,Riyadh,Dammam,Express Courier,Maersk Line,7385,5518.1,2765.26,0.5011,0.3744,5.9,0
TR00848,2023-05-08,Istanbul,Riyadh,Rail,FedEx,1071,9878.7,4851.68,0.4911,4.53,6.6,1
TR00849,2024-01-27,Dammam,Dubai,Road Transport,Maersk Line,6373,9435.6,6677.23,0.7077,1.0477,12.5,0
TR00850,2024-03-20,Istanbul,Riyadh,Sea Freight,NAQEL Express,4746,9240.4,3006.2,0.3253,0.6334,16.6,1
TR00851,2024-08-05,Munich,Dubai,Rail,DB Schenker,4692,2149.6,612.54,0.285,0.1305,7.1,1
TR00852,2024-01-25,Riyadh,Madinah,Sea Freight,Maersk Line,7478,6213.1,3154.22,0.5077,0.4218,5.7,1
TR00853,2024-10-02,Jeddah,Madinah,Express Courier,DHL Global,942,7776.8,907.12,0.1166,0.963,14.7,1
TR00854,2023-07-12,Munich,Jeddah,Air Freight,Saudi Post Logistics,128,9564.0,6115.76,0.6395,47.7794,9.5,1
TR00855,2024-11-27,Dammam,Jeddah,Express Courier,Aramex,7481,5336.1,3161.16,0.5924,0.4226,14.6,1
TR00856,2023-03-23,Shanghai,Madinah,Express Courier,FedEx,9086,4034.8,3282.55,0.8136,0.3613,14.9,1
TR00857,2024-10-21,Munich,Dubai,Air Freight,DHL Global,2605,5712.0,4714.35,0.8253,1.8097,10.4,1
TR00858,2024-11-07,Riyadh,Dubai,Air Freight,DB Schenker,9728,1041.1,684.22,0.6572,0.0703,11.5,1
TR00859,2024-01-11,Istanbul,Madinah,Sea Freight,Agility Logistics,7024,3094.2,1513.45,0.4891,0.2155,11.2,1
TR00860,2024-08-30,Riyadh,Riyadh,Air Freight,Maersk Line,11235,1925.6,2164.05,1.1238,0.1926,10.6,1
TR00861,2023-07-21,Dammam,Dubai,Sea Freight,Agility Logistics,10677,9649.9,7972.49,0.8262,0.7467,7.6,0
TR00862,2024-12-07,Munich,Dubai,Sea Freight,FedEx,1579,1414.7,848.31,0.5996,0.5372,4.3,1
TR00863,2023-05-26,Jeddah,Dammam,Rail,Saudi Post Logistics,2766,9967.4,4691.13,0.4706,1.696,16.0,1
TR00864,2024-03-13,Dubai,Jeddah,Air Freight,Aramex,1212,9676.4,5681.43,0.5871,4.6876,17.4,1
TR00865,2023-12-08,Munich,Dubai,Express Courier,Maersk Line,4423,4880.7,3905.76,0.8002,0.8831,7.1,1
