shipment_id,order_id,shipment_date,estimated_arrival,actual_arrival,origin_city,origin_country,destination_city,destination_country,carrier_name,shipping_mode,weight_kg,volume_cbm,shipping_cost_usd,insurance_cost_usd,customs_clearance_days,shipment_status,damage_flag,temperature_controlled
SHP01190,PO01391,2024-04-23,2024-05-15,2024-05-17,Istanbul,Turkey,Madinah,Saudi Arabia,Aramex,Rail,542.1,2.11,1136.87,53.25,7,In Transit,0,0
SHP01191,PO01784,2024-09-12,2024-09-15,2024-09-17,Dammam,Saudi Arabia,Riyadh,Saudi Arabia,Aramex,Sea Freight,1297.8,4.21,2548.3,58.15,7,Delayed,0,0
SHP01192,PO00817,2024-03-10,2024-03-20,2024-03-20,Mumbai,India,Dammam,Saudi Arabia,Aramex,Sea Freight,787.8,2.86,896.91,66.16,4,Delivered,0,0
SHP01193,PO01176,2024-11-26,2024-12-15,2024-12-18,Shanghai,China,Dubai,UAE,Maersk Line,Sea Freight,384.5,2.38,380.52,16.69,2,Delivered,1,0
SHP01194,PO00809,2023-05-10,2023-05-16,2023-05-20,Manama,Bahrain,Jubail,Saudi Arabia,Agility Logistics,Rail,3328.3,16.24,2215.66,48.19,3,Delivered,0,0
SHP01195,PO00277,2023-03-02,2023-03-21,2023-03-25,Dubai,UAE,Madinah,Saudi Arabia,FedEx,Sea Freight,3274.5,19.84,4799.24,278.99,3,Delivered,0,1
SHP01196,PO01915,2023-08-05,2023-08-22,2023-08-24,Manama,Bahrain,Riyadh,Saudi Arabia,Agility Logistics,Rail,3571.1,17.54,10261.56,543.76,0,In Transit,0,1
SHP01197,PO00482,2023-05-03,2023-05-20,2023-05-20,Riyadh,Saudi Arabia,Riyadh,Saudi Arabia,DB Schenker,Rail,4192.0,20.92,5038.5,135.74,6,Delivered,0,0
SHP01198,PO01965,2023-04-15,2023-05-02,2023-05-02,Istanbul,Turkey,Madinah,Saudi Arabia,Aramex,Sea Freight,1315.4,5.09,787.12,37.43,0,Delivered,0,0
SHP01199,PO01934,2023-11-24,2023-12-19,2023-12-19,Amman,Jordan,Jubail,Saudi Arabia,Maersk Line,Road Transport,3848.6,18.84,8060.1,489.09,5,Delivered,0,0
SHP01200,PO00922,2023-12-17,2023-12-26,2023-12-26,Istanbul,Turkey,Jubail,Saudi Arabia,NAQEL Express,Road Transport,3184.5,10.61,8927.33,590.03,1,In Transit,0,0
SHP01201,PO01266,2024-05-11,2024-05-31,2024-06-03,Riyadh,Saudi Arabia,Madinah,Saudi Arabia,NAQEL Express,Express Courier,1447.7,4.94,2179.57,64.81,0,Delivered,0,1
SHP01202,PO00397,2024-05-13,2024-05-15,2024-05-17,Amman,Jordan,Dammam,Saudi Arabia,Aramex,Sea Freight,3948.3,12.35,1995.32,58.33,7,Delivered,0,0
SHP01203,PO01664,2023-01-20,2023-02-04,2023-02-06,Dammam,Saudi Arabia,Madinah,Saudi Arabia,Agility Logistics,Air Freight,2668.6,12.22,2028.78,144.5,2,In Transit,0,0
SHP01204,PO01726,2024-01-29,2024-02-05,2024-02-06,Riyadh,Saudi Arabia,Dammam,Saudi Arabia,Aramex,Rail,4785.5,16.67,12748.28,671.13,0,In Transit,0,0
SHP01205,PO01912,2024-10-21,2024-11-09,2024-11-12,Kuala Lumpur,Malaysia,Madinah,Saudi Arabia,DHL Global,Sea Freight,873.0,3.91,481.67,18.43,3,Delivered,1,0
SHP01206,PO01596,2024-12-16,2024-12-22,2024-12-22,Istanbul,Turkey,Dubai,UAE,DHL Global,Rail,2606.8,17.36,4762.63,122.33,7,Delayed,0,1
SHP01207,PO01870,2024-05-05,2024-05-09,2024-05-14,Milan,Italy,Dammam,Saudi Arabia,NAQEL Express,Air Freight,4149.2,17.27,2828.63,133.29,0,Delayed,0,0
SHP01208,PO00888,2024-02-26,2024-03-22,2024-03-22,Manama,Bahrain,Dammam,Saudi Arabia,FedEx,Road Transport,4380.6,13.78,6874.6,372.3,3,Delivered,0,0
SHP01209,PO00354,2024-12-31,2025-01-16,2025-01-16,Amman,Jordan,Dammam,Saudi Arabia,NAQEL Express,Rail,4065.6,20.93,10465.14,444.09,6,Delivered,0,0
SHP01210,PO00330,2023-05-27,2023-06-19,2023-06-21,Jeddah,Saudi Arabia,Madinah,Saudi Arabia,DHL Global,Road Transport,3397.9,22.15,6923.52,434.44,0,Delivered,0,1
SHP01211,PO00720,2023-12-20,2024-01-10,2024-01-13,Milan,Italy,Madinah,Saudi Arabia,FedEx,Air Freight,1156.8,4.13,1988.72,98.4,5,In Transit,0,0
SHP01212,PO00741,2023-03-04,2023-03-28,2023-03-30,Jeddah,Saudi Arabia,Madinah,Saudi Arabia,FedEx,Air Freight,4031.5,16.06,4950.8,215.92,0,Delivered,0,0
SHP01213,PO00179,2024-10-19,2024-11-02,2024-11-03,Muscat,Oman,Dammam,Saudi Arabia,FedEx,Sea Freight,4853.4,18.31,3130.26,239.46,3,Delivered,0,1
SHP01214,PO00420,2023-04-28,2023-05-10,2023-05-10,Amman,Jordan,Dubai,UAE,NAQEL Express,Rail,3096.9,9.28,9027.11,315.31,7,Delivered,0,0
SHP01215,PO01442,2023-07-17,2023-07-31,2023-08-01,Shanghai,China,Dubai,UAE,NAQEL Express,Road Transport,1245.0,4.55,1512.83,57.62,3,Delivered,0,0
SHP01216,PO01071,2024-04-28,2024-05-19,2024-05-19,Dubai,UAE,Dubai,UAE,Saudi Post Logistics,Sea Freight,2132.1,11.6,4848.17,108.75,4,Delivered,0,0
SHP01217,PO00287,2024-08-17,2024-08-25,2024-08-26,Seoul,South Korea,Dubai,UAE,Aramex,Road Transport,2630.0,14.93,6368.2,448.85,7,Delivered,0,0
SHP01218,PO00525,2024-09-30,2024-10-16,2024-10-16,Kuala Lumpur,Malaysia,Riyadh,Saudi Arabia,NAQEL Express,Rail,1738.3,9.32,4211.71,160.89,6,Delivered,0,0
SHP01219,PO00845,2023-03-15,2023-03-19,2023-03-19,Mumbai,India,Jubail,Saudi Arabia,DHL Global,Air Freight,1889.3,6.71,3915.49,148.1,4,Delivered,0,0
SHP01220,PO00670,2024-01-21,2024-02-03,2024-02-05,Dubai,UAE,Riyadh,Saudi Arabia,Maersk Line,Rail,2109.1,9.93,3478.06,131.77,3,Delivered,0,0
SHP01221,PO00893,2024-08-04,2024-08-23,2024-08-23,Kuala Lumpur,Malaysia,Riyadh,Saudi Arabia,DB Schenker,Express Courier,923.5,2.77,2265.65,170.4,5,Delivered,0,1
SHP01222,PO01109,2023-08-01,2023-08-15,2023-08-15,Manama,Bahrain,Jubail,Saudi Arabia,Saudi Post Logistics,Air Freight,1580.6,6.39,3557.01,146.44,6,Delivered,0,0
SHP01223,PO01569,2024-09-23,2024-09-26,2024-09-26,Istanbul,Turkey,Jubail,Saudi Arabia,NAQEL Express,Air Freight,2862.5,10.15,7777.26,449.22,3,Delayed,0,0
SHP01224,PO01147,2024-04-20,2024-05-13,2024-05-13,Milan,Italy,Madinah,Saudi Arabia,DHL Global,Air Freight,4438.9,12.83,9957.65,745.55,6,Delivered,1,0
SHP01225,PO01708,2023-08-09,2023-08-29,2023-08-29,Shanghai,China,Jubail,Saudi Arabia,DB Schenker,Rail,2871.1,8.48,1536.1,79.22,3,Delivered,0,1
SHP01226,PO01102,2024-02-05,2024-02-12,2024-02-12,Seoul,South Korea,Jubail,Saudi Arabia,Agility Logistics,Road Transport,4149.2,15.31,9997.96,395.4,4,Delivered,0,0
SHP01227,PO00862,2023-08-17,2023-08-23,2023-08-23,Muscat,Oman,Dammam,Saudi Arabia,NAQEL Express,Air Freight,2647.2,7.88,2898.7,210.78,5,Delivered,1,0
SHP01228,PO00028,2024-03-27,2024-04-09,2024-04-09,Jeddah,Saudi Arabia,Jubail,Saudi Arabia,DHL Global,Express Courier,3853.6,15.27,1993.53,69.47,0,Delivered,0,0
SHP01229,PO01119,2023-05-08,2023-06-02,2023-06-02,Milan,Italy,Dubai,UAE,Aramex,Sea Freight,4546.3,13.0,2387.73,57.86,1,Customs Hold,0,0
SHP01230,PO01925,2024-11-11,2024-12-05,2024-12-05,Istanbul,Turkey,Jeddah,Saudi Arabia,Agility Logistics,Air Freight,608.6,2.99,834.39,65.64,1,Delayed,1,0
SHP01231,PO00006,2023-01-18,2023-02-03,2023-02-03,Jeddah,Saudi Arabia,Madinah,Saudi Arabia,Aramex,Express Courier,1575.9,5.01,1397.37,74.78,3,Delivered,0,0
SHP01232,PO01196,2023-11-10,2023-11-18,2023-11-21,Dammam,Saudi Arabia,Jeddah,Saudi Arabia,NAQEL Express,Road Transport,3098.0,14.07,2234.02,126.36,3,Delayed,0,1
SHP01233,PO01033,2023-12-02,2023-12-08,2023-12-08,Dammam,Saudi Arabia,Dammam,Saudi Arabia,Agility Logistics,Air Freight,3255.8,10.4,2421.06,111.56,0,Delivered,1,0
SHP01234,PO00749,2023-09-01,2023-09-25,2023-09-25,Riyadh,Saudi Arabia,Jeddah,Saudi Arabia,DHL Global,Road Transport,3611.9,13.36,8650.48,682.02,4,Delivered,0,0
SHP01235,PO01349,2024-02-02,2024-02-09,2024-02-11,Munich,Germany,Jeddah,Saudi Arabia,DHL Global,Road Transport,1675.1,8.27,3104.84,212.92,1,Delivered,0,0
SHP01236,PO01604,2023-05-19,2023-06-07,2023-06-07,Milan,Italy,Jubail,Saudi Arabia,DB Schenker,Sea Freight,4216.3,15.89,3945.51,122.43,6,Delivered,0,0
SHP01237,PO01814,2023-05-21,2023-05-23,2023-05-23,Shanghai,China,Dubai,UAE,Maersk Line,Road Transport,2311.3,15.0,4448.36,221.81,3,Delayed,0,1
SHP01238,PO00915,2023-04-24,2023-05-17,2023-05-17,Jeddah,Saudi Arabia,Dammam,Saudi Arabia,Saudi Post Logistics,Rail,2526.1,8.7,4719.01,214.53,0,Delivered,0,0
SHP01239,PO00228,2023-03-29,2023-04-12,2023-04-13,Cairo,Egypt,Jeddah,Saudi Arabia,DB Schenker,Express Courier,3245.3,11.32,7989.3,484.97,0,Delivered,0,0
SHP01240,PO01419,2024-10-03,2024-10-25,2024-10-25,Jeddah,Saudi Arabia,Riyadh,Saudi Arabia,DB Schenker,Rail,300.6,0.89,758.13,36.68,7,Customs Hold,0,0
SHP01241,PO00993,2024-04-14,2024-04-28,2024-05-02,Shanghai,China,Dammam,Saudi Arabia,FedEx,Road Transport,2225.4,7.84,4468.71,342.68,1,Customs Hold,0,0
SHP01242,PO01415,2024-04-11,2024-04-21,2024-04-21,Jeddah,Saudi Arabia,Dubai,UAE,DHL Global,Express Courier,121.1,0.6,295.15,6.71,2,Delivered,0,0
SHP01243,PO01155,2023-12-05,2023-12-21,2023-12-26,Istanbul,Turkey,Dubai,UAE,Agility Logistics,Express Courier,3884.4,12.94,10980.83,778.96,6,Delivered,0,0
SHP01244,PO00711,2024-03-22,2024-04-09,2024-04-09,Seoul,South Korea,Jeddah,Saudi Arabia,Agility Logistics,Express Courier,1832.4,6.21,2868.62,123.55,7,Delivered,0,0
SHP01245,PO01994,2024-04-14,2024-04-19,2024-04-19,Milan,Italy,Jubail,Saudi Arabia,Aramex,Road Transport,1794.1,7.77,2085.73,147.9,3,Delivered,0,0
SHP01246,PO01199,2024-11-16,2024-11-27,2024-11-27,Dubai,UAE,Dammam,Saudi Arabia,DHL Global,Road Transport,1890.8,8.76,4467.91,146.19,3,Delivered,0,1
SHP01247,PO01329,2024-09-03,2024-09-21,2024-09-21,Jeddah,Saudi Arabia,Riyadh,Saudi Arabia,DHL Global,Air Freight,2697.3,11.32,7246.87,429.72,5,Delivered,0,0
SHP01248,PO01075,2024-01-03,2024-01-12,2024-01-12,Jeddah,Saudi Arabia,Riyadh,Saudi Arabia,NAQEL Express,Rail,3608.1,21.71,1856.45,49.15,6,Delivered,0,0
SHP01249,PO01676,2023-05-29,2023-06-01,2023-06-01,Cairo,Egypt,Jeddah,Saudi Arabia,Maersk Line,Express Courier,2622.8,9.69,4186.57,333.61,3,Delivered,0,0
SHP01250,PO00518,2024-01-30,2024-02-21,2024-02-21,Istanbul,Turkey,Jubail,Saudi Arabia,FedEx,Express Courier,2118.7,9.28,4964.69,307.99,7,In Transit,0,1
SHP01251,PO00648,2023-03-28,2023-04-16,2023-04-16,Milan,Italy,Jubail,Saudi Arabia,Agility Logistics,Road Transport,854.7,5.23,1910.79,134.2,0,Delivered,0,0
SHP01252,PO01359,2024-07-08,2024-07-23,2024-07-23,Dubai,UAE,Riyadh,Saudi Arabia,NAQEL Express,Road Transport,357.5,1.08,1068.02,55.42,4,Customs Hold,0,0
SHP01253,PO01984,2024-01-09,2024-01-29,2024-01-29,Shanghai,China,Dubai,UAE,DHL Global,Air Freight,2108.0,12.54,1237.1,63.22,7,Customs Hold,0,0
SHP01254,PO01413,2024-09-05,2024-09-25,2024-09-25,Cairo,Egypt,Jeddah,Saudi Arabia,FedEx,Road Transport,1672.5,5.7,1680.11,115.35,0,Delayed,0,0
SHP01255,PO01714,2023-04-22,2023-04-27,2023-04-29,Munich,Germany,Dubai,UAE,NAQEL Express,Road Transport,3868.7,17.86,10739.52,397.14,2,Delivered,0,0
SHP01256,PO01436,2023-02-24,2023-03-04,2023-03-04,Munich,Germany,Riyadh,Saudi Arabia,Maersk Line,Air Freight,2647.1,16.06,7691.75,155.16,7,Delivered,0,0
SHP01257,PO00426,2023-10-14,2023-10-16,2023-10-25,Seoul,South Korea,Dammam,Saudi Arabia,Agility Logistics,Air Freight,1265.9,5.67,1511.9,94.68,2,Delivered,0,1
SHP01258,PO00078,2024-05-05,2024-05-11,2024-05-12,Mumbai,India,Jeddah,Saudi Arabia,DHL Global,Road Transport,3406.1,9.98,3642.51,149.56,1,Delivered,0,0
SHP01259,PO01891,2024-10-08,2024-10-11,2024-10-13,Amman,Jordan,Jubail,Saudi Arabia,DB Schenker,Express Courier,1850.1,8.13,3855.15,250.85,3,Delivered,0,0
SHP01260,PO00346,2024-08-11,2024-08-23,2024-08-26,Manama,Bahrain,Dammam,Saudi Arabia,FedEx,Sea Freight,3831.0,11.65,11121.38,885.31,0,Delivered,0,0
SHP01261,PO01238,2023-12-26,2024-01-08,2024-01-08,Manama,Bahrain,Jeddah,Saudi Arabia,Maersk Line,Express Courier,2484.5,8.27,3843.71,260.15,3,Delivered,0,0
SHP01262,PO00492,2024-12-28,2025-01-17,2025-01-17,Seoul,South Korea,Jubail,Saudi Arabia,Aramex,Express Courier,1340.1,6.98,2559.02,118.55,6,Delivered,0,1
SHP01263,PO01468,2024-12-15,2025-01-08,2025-01-09,Muscat,Oman,Dammam,Saudi Arabia,FedEx,Express Courier,66.3,0.24,154.87,4.27,6,Delivered,0,0
SHP01264,PO00516,2024-03-15,2024-03-17,2024-03-18,Seoul,South Korea,Dubai,UAE,Maersk Line,Road Transport,2091.3,6.58,2859.9,112.66,0,Delivered,0,1
SHP01265,PO01777,2024-11-22,2024-12-17,2024-12-17,Seoul,South Korea,Jubail,Saudi Arabia,FedEx,Air Freight,1482.9,9.36,1632.05,38.64,3,Delivered,0,1
SHP01266,PO01693,2023-05-10,2023-05-27,2023-05-28,Manama,Bahrain,Dubai,UAE,Agility Logistics,Air Freight,1732.4,10.45,3775.14,257.37,4,Delayed,0,0
SHP01267,PO01713,2023-09-24,2023-10-08,2023-10-09,Milan,Italy,Jeddah,Saudi Arabia,FedEx,Air Freight,2791.2,9.76,7788.7,511.06,4,Delivered,0,0
SHP01268,PO01905,2023-05-11,2023-05-17,2023-05-18,Munich,Germany,Dammam,Saudi Arabia,Aramex,Air Freight,1471.9,9.53,1587.59,44.28,0,Delivered,0,0
SHP01269,PO01079,2024-11-18,2024-12-07,2024-12-07,Kuala Lumpur,Malaysia,Jubail,Saudi Arabia,FedEx,Road Transport,353.8,1.32,608.81,15.68,3,Delivered,0,0
SHP01270,PO01994,2024-04-11,2024-05-03,2024-05-03,Milan,Italy,Dubai,UAE,DB Schenker,Express Courier,1410.2,4.75,3524.96,130.96,7,Delivered,0,0
SHP01271,PO00142,2023-11-04,2023-11-23,2023-11-23,Mumbai,India,Dammam,Saudi Arabia,Maersk Line,Express Courier,316.1,1.59,892.9,38.04,2,Delivered,0,0
SHP01272,PO01986,2023-04-09,2023-04-26,2023-04-26,Cairo,Egypt,Dammam,Saudi Arabia,NAQEL Express,Air Freight,2175.1,8.13,2672.54,183.6,7,In Transit,0,0
SHP01273,PO01488,2023-11-25,2023-12-19,2023-12-24,Muscat,Oman,Madinah,Saudi Arabia,Aramex,Sea Freight,1432.8,7.82,1289.44,40.18,2,Delayed,0,0
SHP01274,PO01477,2024-10-24,2024-11-11,2024-11-13,Muscat,Oman,Riyadh,Saudi Arabia,FedEx,Road Transport,3026.9,19.45,2607.28,158.78,4,Customs Hold,0,0
SHP01275,PO01473,2024-01-14,2024-01-24,2024-01-24,Cairo,Egypt,Madinah,Saudi Arabia,Saudi Post Logistics,Air Freight,968.3,2.79,1093.31,46.12,7,Delivered,0,1
SHP01276,PO01162,2023-05-21,2023-06-14,2023-06-15,Mumbai,India,Jeddah,Saudi Arabia,Saudi Post Logistics,Sea Freight,1433.7,4.32,3204.81,182.09,3,Delivered,1,0
SHP01277,PO00722,2023-09-26,2023-10-15,2023-10-15,Kuala Lumpur,Malaysia,Jeddah,Saudi Arabia,NAQEL Express,Express Courier,3237.5,12.15,7994.71,198.12,0,Delivered,0,0
SHP01278,PO01525,2023-08-18,2023-09-06,2023-09-06,Muscat,Oman,Dammam,Saudi Arabia,Maersk Line,Express Courier,3511.6,18.78,8854.69,430.51,3,Delivered,0,0
SHP01279,PO00012,2024-07-11,2024-07-30,2024-08-01,Amman,Jordan,Dubai,UAE,Agility Logistics,Express Courier,4076.3,16.27,5074.76,308.93,4,Delivered,0,0
SHP01280,PO01522,2023-05-14,2023-05-24,2023-05-27,Mumbai,India,Jubail,Saudi Arabia,Agility Logistics,Road Transport,254.6,0.92,369.8,10.42,2,Delivered,0,1
SHP01281,PO00002,2023-12-07,2023-12-19,2023-12-20,Jeddah,Saudi Arabia,Madinah,Saudi Arabia,DB Schenker,Sea Freight,3990.1,13.34,2614.51,170.01,5,Delivered,0,0
SHP01282,PO00147,2023-10-27,2023-11-19,2023-11-19,Amman,Jordan,Jeddah,Saudi Arabia,Maersk Line,Express Courier,4145.7,12.2,9731.7,526.54,4,Delivered,0,0
SHP01283,PO00547,2024-08-19,2024-08-31,2024-08-31,Istanbul,Turkey,Jeddah,Saudi Arabia,Agility Logistics,Road Transport,1389.7,4.71,1476.28,116.18,1,Delivered,0,1
SHP01284,PO01425,2024-06-26,2024-07-13,2024-07-13,Muscat,Oman,Madinah,Saudi Arabia,DB Schenker,Air Freight,3984.7,25.12,2639.45,159.82,6,Delivered,0,0
SHP01285,PO01872,2024-09-12,2024-09-21,2024-09-24,Munich,Germany,Madinah,Saudi Arabia,Aramex,Air Freight,4957.4,27.14,13135.99,579.44,7,Delivered,0,0
SHP01286,PO00898,2023-08-30,2023-09-10,2023-09-10,Jeddah,Saudi Arabia,Madinah,Saudi Arabia,FedEx,Sea Freight,2360.1,8.37,1356.53,69.8,0,In Transit,0,0
SHP01287,PO00603,2024-03-23,2024-03-25,2024-03-25,Amman,Jordan,Dammam,Saudi Arabia,DB Schenker,Air Freight,568.7,1.91,970.15,61.11,0,Delivered,0,0
SHP01288,PO00112,2023-03-12,2023-03-28,2023-03-28,Munich,Germany,Madinah,Saudi Arabia,DHL Global,Road Transport,4591.7,24.87,2649.03,143.33,3,Delivered,1,0
SHP01289,PO01819,2023-02-11,2023-02-17,2023-02-17,Dammam,Saudi Arabia,Dammam,Saudi Arabia,DB Schenker,Air Freight,421.4,1.36,600.99,12.36,1,Delivered,0,0
SHP01290,PO00649,2024-03-13,2024-03-28,2024-03-28,Kuala Lumpur,Malaysia,Riyadh,Saudi Arabia,Saudi Post Logistics,Sea Freight,1373.0,6.76,1468.92,111.98,5,Delivered,0,0
SHP01291,PO01474,2023-09-22,2023-10-09,2023-10-09,Cairo,Egypt,Jeddah,Saudi Arabia,Saudi Post Logistics,Air Freight,2722.4,15.74,7926.37,216.63,1,Customs Hold,0,1
SHP01292,PO00965,2024-03-13,2024-03-21,2024-03-21,Dubai,UAE,Riyadh,Saudi Arabia,DHL Global,Sea Freight,1994.8,7.14,3101.22,122.61,4,Delayed,0,0
SHP01293,PO00651,2024-12-18,2024-12-23,2024-12-23,Jeddah,Saudi Arabia,Dammam,Saudi Arabia,NAQEL Express,Sea Freight,975.1,6.44,841.1,53.85,4,Delivered,0,0
SHP01294,PO01898,2023-10-11,2023-10-29,2023-10-31,Shanghai,China,Riyadh,Saudi Arabia,Agility Logistics,Express Courier,685.2,2.26,736.99,25.12,0,Delivered,0,1
SHP01295,PO01507,2023-05-25,2023-06-14,2023-06-14,Dubai,UAE,Madinah,Saudi Arabia,DHL Global,Road Transport,3874.3,24.97,7700.96,469.61,1,Delivered,0,0
SHP01296,PO01929,2024-08-29,2024-09-18,2024-09-19,Munich,Germany,Madinah,Saudi Arabia,Aramex,Express Courier,2627.9,8.17,3323.66,81.8,4,Delivered,0,0
SHP01297,PO00393,2023-11-30,2023-12-03,2023-12-03,Dammam,Saudi Arabia,Dammam,Saudi Arabia,Aramex,Rail,1252.1,3.71,1982.99,110.48,6,In Transit,0,0
SHP01298,PO01800,2023-01-12,2023-01-24,2023-01-24,Muscat,Oman,Riyadh,Saudi Arabia,Aramex,Rail,784.6,3.84,430.02,19.59,7,Delivered,0,0
SHP01299,PO00933,2023-03-23,2023-03-27,2023-03-27,Istanbul,Turkey,Dubai,UAE,Aramex,Road Transport,4805.2,19.17,11921.47,691.25,1,In Transit,0,0
SHP01300,PO01521,2023-12-17,2024-01-02,2024-01-02,Riyadh,Saudi Arabia,Riyadh,Saudi Arabia,Aramex,Air Freight,3967.7,17.47,10203.23,441.21,2,Delivered,0,1
SHP01301,PO00310,2023-11-01,2023-11-26,2023-11-26,Mumbai,India,Jubail,Saudi Arabia,Agility Logistics,Sea Freight,4414.0,16.82,11735.36,904.4,6,In Transit,1,1
SHP01302,PO00041,2024-07-25,2024-07-27,2024-07-27,Seoul,South Korea,Jubail,Saudi Arabia,Aramex,Rail,1985.8,8.05,4753.06,100.95,6,Delivered,0,0
SHP01303,PO01195,2023-07-26,2023-07-29,2023-07-31,Mumbai,India,Jubail,Saudi Arabia,NAQEL Express,Rail,92.5,0.32,128.16,6.61,0,Delivered,0,1
SHP01304,PO01391,2024-04-20,2024-05-09,2024-05-09,Istanbul,Turkey,Jubail,Saudi Arabia,Aramex,Road Transport,287.4,0.98,690.93,48.2,5,Delayed,1,1
SHP01305,PO01901,2024-10-21,2024-10-25,2024-10-28,Jeddah,Saudi Arabia,Dammam,Saudi Arabia,DHL Global,Air Freight,1343.2,5.75,1989.41,84.17,2,Delivered,0,0
SHP01306,PO01984,2024-01-09,2024-01-23,2024-01-23,Shanghai,China,Riyadh,Saudi Arabia,DHL Global,Road Transport,3075.9,11.95,4714.26,241.9,0,Delivered,0,0
SHP01307,PO00907,2023-02-28,2023-03-24,2023-03-25,Muscat,Oman,Dammam,Saudi Arabia,Agility Logistics,Rail,1697.6,10.98,3790.32,227.7,0,Delivered,0,0
SHP01308,PO01784,2024-09-11,2024-09-23,2024-09-23,Dammam,Saudi Arabia,Jeddah,Saudi Arabia,Aramex,Air Freight,3122.9,19.46,5764.72,400.04,6,Delivered,0,0
SHP01309,PO00437,2023-07-08,2023-07-19,2023-07-19,Seoul,South Korea,Dubai,UAE,Saudi Post Logistics,Rail,2386.3,10.68,2406.45,162.87,1,Customs Hold,0,0
SHP01310,PO01012,2024-07-21,2024-08-11,2024-08-11,Munich,Germany,Dammam,Saudi Arabia,DHL Global,Air Freight,330.8,1.28,796.03,50.08,3,Delivered,0,0
SHP01311,PO00007,2023-03-04,2023-03-06,2023-03-09,Dammam,Saudi Arabia,Jeddah,Saudi Arabia,DB Schenker,Sea Freight,4073.1,17.63,8118.5,461.71,7,Delivered,0,0
SHP01312,PO01632,2023-11-23,2023-12-07,2023-12-07,Istanbul,Turkey,Dammam,Saudi Arabia,NAQEL Express,Rail,1340.6,6.6,2678.6,98.68,4,In Transit,0,1
SHP01313,PO01470,2024-06-16,2024-07-08,2024-07-09,Shanghai,China,Riyadh,Saudi Arabia,NAQEL Express,Rail,704.6,4.12,952.05,63.63,0,Delivered,0,0
SHP01314,PO00369,2024-11-26,2024-12-11,2024-12-11,Muscat,Oman,Jubail,Saudi Arabia,Aramex,Sea Freight,3551.1,13.27,5176.26,261.03,6,Customs Hold,0,0
SHP01315,PO01839,2023-01-14,2023-02-06,2023-02-13,Seoul,South Korea,Jeddah,Saudi Arabia,Saudi Post Logistics,Air Freight,4390.3,12.81,8036.9,245.72,4,Delivered,0,0
SHP01316,PO00623,2024-06-06,2024-06-15,2024-06-18,Jeddah,Saudi Arabia,Dammam,Saudi Arabia,NAQEL Express,Air Freight,1919.8,6.89,1137.46,88.89,0,Delivered,0,0
SHP01317,PO01512,2023-12-17,2023-12-28,2023-12-30,Milan,Italy,Dubai,UAE,DHL Global,Express Courier,3590.9,12.79,3408.86,185.26,0,Delivered,0,0
SHP01318,PO00998,2024-01-20,2024-01-27,2024-01-27,Riyadh,Saudi Arabia,Jubail,Saudi Arabia,DHL Global,Road Transport,393.5,1.14,1141.01,30.44,6,Delivered,0,1
SHP01319,PO01908,2023-02-05,2023-02-08,2023-02-08,Mumbai,India,Jubail,Saudi Arabia,Agility Logistics,Road Transport,2553.1,9.31,4480.93,132.65,4,Delivered,0,0
SHP01320,PO01132,2024-08-13,2024-08-21,2024-08-21,Dammam,Saudi Arabia,Jeddah,Saudi Arabia,Maersk Line,Road Transport,3623.4,13.17,1972.6,66.98,6,Delivered,0,0
SHP01321,PO00520,2023-10-15,2023-11-05,2023-11-05,Riyadh,Saudi Arabia,Dubai,UAE,DB Schenker,Road Transport,3055.4,13.39,1860.35,104.74,6,In Transit,1,0
SHP01322,PO01139,2024-09-26,2024-09-30,2024-10-09,Jeddah,Saudi Arabia,Madinah,Saudi Arabia,Maersk Line,Rail,132.4,0.4,330.31,8.68,0,In Transit,0,0
SHP01323,PO01058,2024-11-16,2024-11-20,2024-11-20,Manama,Bahrain,Dubai,UAE,FedEx,Air Freight,4653.0,22.65,6034.11,185.61,2,Delivered,0,0
SHP01324,PO00560,2024-11-27,2024-12-05,2024-12-05,Mumbai,India,Riyadh,Saudi Arabia,DHL Global,Road Transport,3270.5,10.88,7427.98,213.05,5,Delivered,0,0
SHP01325,PO01078,2023-12-23,2023-12-31,2024-01-03,Muscat,Oman,Jeddah,Saudi Arabia,Maersk Line,Sea Freight,2244.3,9.53,3627.13,145.0,0,Delivered,0,1
SHP01326,PO00653,2023-03-29,2023-04-22,2023-04-22,Seoul,South Korea,Dubai,UAE,NAQEL Express,Air Freight,1125.5,4.94,1320.0,103.39,7,Delivered,1,0
SHP01327,PO00191,2023-11-10,2023-11-16,2023-11-16,Riyadh,Saudi Arabia,Dubai,UAE,DHL Global,Road Transport,2566.1,8.44,6386.04,187.6,4,Delivered,0,0
SHP01328,PO00154,2023-12-10,2023-12-17,2023-12-20,Dammam,Saudi Arabia,Dubai,UAE,NAQEL Express,Rail,1054.7,3.49,707.48,51.1,6,Delivered,0,0
SHP01329,PO00177,2024-10-23,2024-11-03,2024-11-03,Amman,Jordan,Jubail,Saudi Arabia,Aramex,Road Transport,2091.0,8.29,2102.79,149.17,5,Customs Hold,0,0
SHP01330,PO00259,2023-04-19,2023-04-28,2023-05-08,Milan,Italy,Dubai,UAE,NAQEL Express,Rail,2418.8,11.21,1210.29,40.5,7,In Transit,0,0
SHP01331,PO00396,2024-12-22,2025-01-14,2025-01-14,Munich,Germany,Dubai,UAE,Aramex,Rail,4101.3,13.25,8662.65,397.55,5,Delivered,0,0
